Genre	Phrogs	Conservation
Synechococcus	phrogs_4359	0.08135593220338982
Synechococcus	phrogs_4406	0.0847457627118644
Synechococcus	phrogs_4723	0.061016949152542375
Synechococcus	phrogs_5049	0.04406779661016949
Synechococcus	phrogs_6312	0.05084745762711865
Synechococcus	phrogs_7278	0.010169491525423728
Synechococcus	phrogs_7360	0.013559322033898305
Synechococcus	phrogs_7799	0.006779661016949152
Synechococcus	phrogs_7851	0.03728813559322034
Synechococcus	phrogs_7878	0.010169491525423728
Synechococcus	phrogs_8051	0.010169491525423728
Synechococcus	phrogs_8866	0.006779661016949152
Synechococcus	phrogs_8954	0.03389830508474576
Synechococcus	phrogs_8997	0.030508474576271188
Synechococcus	phrogs_9148	0.006779661016949152
Synechococcus	phrogs_9158	0.023728813559322035
Synechococcus	phrogs_9648	0.03389830508474576
Synechococcus	phrogs_9740	0.03389830508474576
Synechococcus	phrogs_9851	0.023728813559322035
Synechococcus	phrogs_10330	0.03389830508474576
Synechococcus	phrogs_10467	0.03389830508474576
Synechococcus	phrogs_11617	0.010169491525423728
Synechococcus	phrogs_12516	0.020338983050847456
Synechococcus	phrogs_14164	0.013559322033898305
Synechococcus	phrogs_14199	0.006779661016949152
Synechococcus	phrogs_14292	0.003389830508474576
Synechococcus	phrogs_14921	0.010169491525423728
Synechococcus	phrogs_15479	0.006779661016949152
Synechococcus	phrogs_15655	0.010169491525423728
Synechococcus	phrogs_15922	0.013559322033898305
Synechococcus	phrogs_17490	0.010169491525423728
Synechococcus	phrogs_20220	0.006779661016949152
Synechococcus	phrogs_20854	0.003389830508474576
Synechococcus	phrogs_21972	0.006779661016949152
Synechococcus	phrogs_22018	0.003389830508474576
Synechococcus	phrogs_28122	0.003389830508474576
Synechococcus	phrogs_29070	0.003389830508474576
Synechococcus	phrogs_29157	0.003389830508474576
Synechococcus	phrogs_29277	0.003389830508474576
Synechococcus	phrogs_31495	0.003389830508474576
Synechococcus	phrogs_31958	0.003389830508474576
Synechococcus	phrogs_32275	0.003389830508474576
Synechococcus	phrogs_33944	0.003389830508474576
Synechococcus	phrogs_35227	0.003389830508474576
Synechococcus	phrogs_37859	0.003389830508474576
Synechococcus	phrogs_39627	0.003389830508474576
Synechococcus	phrogs_43394	0.003389830508474576
Synechococcus	phrogs_43619	0.003389830508474576
Synechococcus	phrogs_43674	0.003389830508474576
Synechococcus	phrogs_44610	0.003389830508474576
Synechococcus	phrogs_47128	0.003389830508474576
Synechococcus	phrogs_48002	0.003389830508474576
Synechococcus	phrogs_48726	0.003389830508474576
Synechococcus	phrogs_49587	0.003389830508474576
Synechococcus	phrogs_50356	0.003389830508474576
Synechococcus	phrogs_50843	0.003389830508474576
Synechococcus	phrogs_50980	0.003389830508474576
Synechococcus	phrogs_51336	0.003389830508474576
Synechococcus	phrogs_51546	0.003389830508474576
Synechococcus	phrogs_53438	0.003389830508474576
Synechococcus	phrogs_53654	0.003389830508474576
Synechococcus	phrogs_54012	0.003389830508474576
Synechococcus	phrogs_54258	0.003389830508474576
Synechococcus	phrogs_57518	0.003389830508474576
Synechococcus	phrogs_57679	0.003389830508474576
Synechococcus	phrogs_57862	0.003389830508474576
Synechococcus	phrogs_60223	0.003389830508474576
Synechococcus	phrogs_60297	0.003389830508474576
Synechococcus	phrogs_60309	0.003389830508474576
Synechococcus	phrogs_63425	0.003389830508474576
Synechococcus	phrogs_64557	0.003389830508474576
Synechococcus	phrogs_65019	0.003389830508474576
Synechococcus	phrogs_65644	0.003389830508474576
Synechococcus	phrogs_67047	0.003389830508474576
Synechococcus	phrogs_67165	0.003389830508474576
Synechococcus	phrogs_68087	0.003389830508474576
Synechococcus	phrogs_68710	0.003389830508474576
Synechococcus	phrogs_71829	0.003389830508474576
Synechococcus	phrogs_71992	0.003389830508474576
Synechococcus	phrogs_72013	0.003389830508474576
Synechococcus	phrogs_73555	0.003389830508474576
Synechococcus	phrogs_73617	0.003389830508474576
Synechococcus	phrogs_74745	0.003389830508474576
Synechococcus	phrogs_77439	0.003389830508474576
Synechococcus	phrogs_77466	0.003389830508474576
Synechococcus	phrogs_78209	0.003389830508474576
Synechococcus	phrogs_78413	0.003389830508474576
Synechococcus	phrogs_78962	0.003389830508474576
Synechococcus	phrogs_83602	0.003389830508474576
Synechococcus	phrogs_86065	0.003389830508474576
Synechococcus	phrogs_86417	0.003389830508474576
Synechococcus	phrogs_87605	0.003389830508474576
Synechococcus	phrogs_87635	0.003389830508474576
Synechococcus	phrogs_88322	0.003389830508474576
Synechococcus	phrogs_89555	0.003389830508474576
Synechococcus	phrogs_89658	0.003389830508474576
Synechococcus	phrogs_90172	0.003389830508474576
Synechococcus	phrogs_90525	0.003389830508474576
Synechococcus	phrogs_90612	0.003389830508474576
Synechococcus	phrogs_90967	0.003389830508474576
Synechococcus	phrogs_95725	0.003389830508474576
Synechococcus	phrogs_96672	0.003389830508474576
Synechococcus	phrogs_97407	0.003389830508474576
Synechococcus	phrogs_98781	0.003389830508474576
Synechococcus	phrogs_100426	0.003389830508474576
Synechococcus	phrogs_101548	0.003389830508474576
Synechococcus	phrogs_102223	0.003389830508474576
Synechococcus	phrogs_103198	0.003389830508474576
Synechococcus	phrogs_104405	0.003389830508474576
Synechococcus	phrogs_104829	0.003389830508474576
Synechococcus	phrogs_106404	0.003389830508474576
Synechococcus	phrogs_106953	0.003389830508474576
Synechococcus	phrogs_107444	0.003389830508474576
Synechococcus	phrogs_107836	0.003389830508474576
Synechococcus	phrogs_109159	0.003389830508474576
Synechococcus	phrogs_56	0.7491525423728813
Synechococcus	phrogs_59	0.05423728813559322
Synechococcus	phrogs_100	0.6983050847457627
Synechococcus	phrogs_168	0.6644067796610169
Synechococcus	phrogs_170	0.6847457627118644
Synechococcus	phrogs_174	0.13898305084745763
Synechococcus	phrogs_182	0.7932203389830509
Synechococcus	phrogs_225	0.6372881355932203
Synechococcus	phrogs_237	0.7050847457627119
Synechococcus	phrogs_242	0.6542372881355932
Synechococcus	phrogs_269	0.6406779661016949
Synechococcus	phrogs_351	0.11186440677966102
Synechococcus	phrogs_429	0.2305084745762712
Synechococcus	phrogs_480	0.688135593220339
Synechococcus	phrogs_488	0.7186440677966102
Synechococcus	phrogs_512	0.6915254237288135
Synechococcus	phrogs_516	0.6677966101694915
Synechococcus	phrogs_522	0.6813559322033899
Synechococcus	phrogs_527	0.5966101694915255
Synechococcus	phrogs_535	0.6711864406779661
Synechococcus	phrogs_545	0.6237288135593221
Synechococcus	phrogs_558	0.6949152542372882
Synechococcus	phrogs_573	0.6779661016949152
Synechococcus	phrogs_618	0.5966101694915255
Synechococcus	phrogs_661	0.5423728813559322
Synechococcus	phrogs_711	0.5152542372881356
Synechococcus	phrogs_728	0.44745762711864406
Synechococcus	phrogs_744	0.5322033898305085
Synechococcus	phrogs_835	0.44745762711864406
Synechococcus	phrogs_869	0.43389830508474575
Synechococcus	phrogs_905	0.39322033898305087
Synechococcus	phrogs_961	0.38305084745762713
Synechococcus	phrogs_1187	0.30847457627118646
Synechococcus	phrogs_1276	0.11864406779661017
Synechococcus	phrogs_1469	0.10508474576271186
Synechococcus	phrogs_1615	0.22372881355932203
Synechococcus	phrogs_1903	0.1152542372881356
Synechococcus	phrogs_1920	0.2
Synechococcus	phrogs_2075	0.17627118644067796
Synechococcus	phrogs_2081	0.01694915254237288
Synechococcus	phrogs_2171	0.1694915254237288
Synechococcus	phrogs_2173	0.17288135593220338
Synechococcus	phrogs_2214	0.10508474576271186
Synechococcus	phrogs_2584	0.15254237288135594
Synechococcus	phrogs_2603	0.13898305084745763
Synechococcus	phrogs_2738	0.11864406779661017
Synechococcus	phrogs_2832	0.1152542372881356
Synechococcus	phrogs_2848	0.12203389830508475
Synechococcus	phrogs_2885	0.12203389830508475
Synechococcus	phrogs_2953	0.10847457627118644
Synechococcus	phrogs_3086	0.11864406779661017
Synechococcus	phrogs_3139	0.09491525423728814
Synechococcus	phrogs_3146	0.12203389830508475
Synechococcus	phrogs_3252	0.10847457627118644
Synechococcus	phrogs_3262	0.1152542372881356
Synechococcus	phrogs_3269	0.12542372881355932
Synechococcus	phrogs_3274	0.1152542372881356
Synechococcus	phrogs_3286	0.11864406779661017
Synechococcus	phrogs_3296	0.10508474576271186
Synechococcus	phrogs_3298	0.12203389830508475
Synechococcus	phrogs_3304	0.1152542372881356
Synechococcus	phrogs_3309	0.12203389830508475
Synechococcus	phrogs_3316	0.10847457627118644
Synechococcus	phrogs_3317	0.10508474576271186
Synechococcus	phrogs_3326	0.10508474576271186
Synechococcus	phrogs_3340	0.11186440677966102
Synechococcus	phrogs_3344	0.1016949152542373
Synechococcus	phrogs_3347	0.1016949152542373
Synechococcus	phrogs_3363	0.11864406779661017
Synechococcus	phrogs_3367	0.12203389830508475
Synechococcus	phrogs_3368	0.09491525423728814
Synechococcus	phrogs_3371	0.08813559322033898
Synechococcus	phrogs_3384	0.10508474576271186
Synechococcus	phrogs_3387	0.09830508474576272
Synechococcus	phrogs_3391	0.1016949152542373
Synechococcus	phrogs_3400	0.12542372881355932
Synechococcus	phrogs_3404	0.11186440677966102
Synechococcus	phrogs_3405	0.1152542372881356
Synechococcus	phrogs_3408	0.12542372881355932
Synechococcus	phrogs_3410	0.09830508474576272
Synechococcus	phrogs_3411	0.1152542372881356
Synechococcus	phrogs_3415	0.11186440677966102
Synechococcus	phrogs_3417	0.09830508474576272
Synechococcus	phrogs_3418	0.12203389830508475
Synechococcus	phrogs_3420	0.10508474576271186
Synechococcus	phrogs_3426	0.12203389830508475
Synechococcus	phrogs_3433	0.10508474576271186
Synechococcus	phrogs_3434	0.10847457627118644
Synechococcus	phrogs_3435	0.11864406779661017
Synechococcus	phrogs_3440	0.12542372881355932
Synechococcus	phrogs_3442	0.09152542372881356
Synechococcus	phrogs_3454	0.11186440677966102
Synechococcus	phrogs_3484	0.10508474576271186
Synechococcus	phrogs_3508	0.12203389830508475
Synechococcus	phrogs_3518	0.0847457627118644
Synechococcus	phrogs_3531	0.09830508474576272
Synechococcus	phrogs_3533	0.09152542372881356
Synechococcus	phrogs_3535	0.10508474576271186
Synechococcus	phrogs_3537	0.1152542372881356
Synechococcus	phrogs_3541	0.12542372881355932
Synechococcus	phrogs_3542	0.11186440677966102
Synechococcus	phrogs_3544	0.10508474576271186
Synechococcus	phrogs_3552	0.0847457627118644
Synechococcus	phrogs_3553	0.09830508474576272
Synechococcus	phrogs_3559	0.11186440677966102
Synechococcus	phrogs_3561	0.11186440677966102
Synechococcus	phrogs_3562	0.11864406779661017
Synechococcus	phrogs_3563	0.11186440677966102
Synechococcus	phrogs_3564	0.09830508474576272
Synechococcus	phrogs_3568	0.09830508474576272
Synechococcus	phrogs_3570	0.10508474576271186
Synechococcus	phrogs_3572	0.11864406779661017
Synechococcus	phrogs_3577	0.10847457627118644
Synechococcus	phrogs_3579	0.0847457627118644
Synechococcus	phrogs_3581	0.10847457627118644
Synechococcus	phrogs_3582	0.10508474576271186
Synechococcus	phrogs_3586	0.10847457627118644
Synechococcus	phrogs_3587	0.10847457627118644
Synechococcus	phrogs_3596	0.1152542372881356
Synechococcus	phrogs_3597	0.12203389830508475
Synechococcus	phrogs_3601	0.10847457627118644
Synechococcus	phrogs_3602	0.10847457627118644
Synechococcus	phrogs_3605	0.1016949152542373
Synechococcus	phrogs_3608	0.10508474576271186
Synechococcus	phrogs_3612	0.09152542372881356
Synechococcus	phrogs_3615	0.1016949152542373
Synechococcus	phrogs_3617	0.09491525423728814
Synechococcus	phrogs_3618	0.09491525423728814
Synechococcus	phrogs_3620	0.10847457627118644
Synechococcus	phrogs_3637	0.09152542372881356
Synechococcus	phrogs_3663	0.11186440677966102
Synechococcus	phrogs_3670	0.10847457627118644
Synechococcus	phrogs_3687	0.09152542372881356
Synechococcus	phrogs_3689	0.07796610169491526
Synechococcus	phrogs_3703	0.10508474576271186
Synechococcus	phrogs_3708	0.08135593220338982
Synechococcus	phrogs_3969	0.10508474576271186
Synechococcus	phrogs_4376	0.07457627118644068
Synechococcus	phrogs_4664	0.07796610169491526
Synechococcus	phrogs_5046	0.02711864406779661
Synechococcus	phrogs_5350	0.0711864406779661
Synechococcus	phrogs_5478	0.06440677966101695
Synechococcus	phrogs_5679	0.0576271186440678
Synechococcus	phrogs_6108	0.04745762711864407
Synechococcus	phrogs_7683	0.03389830508474576
Synechococcus	phrogs_10829	0.023728813559322035
Synechococcus	phrogs_73951	0.003389830508474576
Synechococcus	phrogs_227	0.7016949152542373
Synechococcus	phrogs_593	0.5796610169491525
Synechococcus	phrogs_741	0.5322033898305085
Synechococcus	phrogs_844	0.4
Synechococcus	phrogs_1800	0.11864406779661017
Synechococcus	phrogs_2088	0.1864406779661017
Synechococcus	phrogs_2675	0.09830508474576272
Synechococcus	phrogs_2944	0.13559322033898305
Synechococcus	phrogs_3318	0.1016949152542373
Synechococcus	phrogs_3372	0.11864406779661017
Synechococcus	phrogs_3377	0.003389830508474576
Synechococcus	phrogs_3382	0.09152542372881356
Synechococcus	phrogs_3406	0.10508474576271186
Synechococcus	phrogs_3449	0.09830508474576272
Synechococcus	phrogs_3509	0.0847457627118644
Synechococcus	phrogs_3529	0.10847457627118644
Synechococcus	phrogs_3560	0.07796610169491526
Synechococcus	phrogs_3588	0.11186440677966102
Synechococcus	phrogs_3603	0.09830508474576272
Synechococcus	phrogs_3607	0.09491525423728814
Synechococcus	phrogs_3649	0.07796610169491526
Synechococcus	phrogs_3692	0.10508474576271186
Synechococcus	phrogs_3761	0.08813559322033898
Synechococcus	phrogs_3790	0.11186440677966102
Synechococcus	phrogs_5752	0.05423728813559322
Synechococcus	phrogs_5784	0.0576271186440678
Synechococcus	phrogs_6927	0.04406779661016949
Synechococcus	phrogs_14586	0.020338983050847456
Synechococcus	phrogs_336	0.6983050847457627
Synechococcus	phrogs_432	0.6644067796610169
Synechococcus	phrogs_2062	0.09152542372881356
Synechococcus	phrogs_3308	0.11864406779661017
Synechococcus	phrogs_3438	0.10847457627118644
Synechococcus	phrogs_3538	0.08813559322033898
Synechococcus	phrogs_3571	0.09152542372881356
Synechococcus	phrogs_3695	0.10847457627118644
Synechococcus	phrogs_3997	0.08813559322033898
Synechococcus	phrogs_12250	0.023728813559322035
Synechococcus	phrogs_38743	0.003389830508474576
Synechococcus	phrogs_1542	0.21694915254237288
Synechococcus	phrogs_1918	0.09491525423728814
Synechococcus	phrogs_3685	0.09152542372881356
Synechococcus	phrogs_3731	0.09830508474576272
Synechococcus	phrogs_15526	0.01694915254237288
Synechococcus	phrogs_22522	0.006779661016949152
Synechococcus	phrogs_66755	0.003389830508474576
Synechococcus	phrogs_67	0.17966101694915254
Synechococcus	phrogs_7346	0.04067796610169491
Synechococcus	phrogs_8215	0.030508474576271188
Synechococcus	phrogs_5172	0.013559322033898305
Synechococcus	phrogs_6892	0.03389830508474576
Synechococcus	phrogs_22930	0.010169491525423728
Synechococcus	phrogs_30223	0.006779661016949152
Synechococcus	phrogs_32397	0.003389830508474576
Synechococcus	phrogs_32505	0.003389830508474576
Synechococcus	phrogs_33863	0.006779661016949152
Synechococcus	phrogs_52893	0.003389830508474576
Synechococcus	phrogs_78734	0.003389830508474576
Synechococcus	phrogs_12753	0.023728813559322035
Synechococcus	phrogs_13163	0.01694915254237288
Synechococcus	phrogs_35701	0.006779661016949152
Synechococcus	phrogs_9249	0.03389830508474576
Synechococcus	phrogs_89748	0.003389830508474576
Synechococcus	phrogs_19601	0.010169491525423728
Synechococcus	phrogs_314	0.03389830508474576
Synechococcus	phrogs_374	0.013559322033898305
Synechococcus	phrogs_1035	0.023728813559322035
Synechococcus	phrogs_7639	0.04067796610169491
Synechococcus	phrogs_11134	0.020338983050847456
Synechococcus	phrogs_11251	0.02711864406779661
Synechococcus	phrogs_60805	0.003389830508474576
Synechococcus	phrogs_76980	0.003389830508474576
Synechococcus	phrogs_10161	0.023728813559322035
Synechococcus	phrogs_27516	0.003389830508474576
Synechococcus	phrogs_96278	0.003389830508474576
Synechococcus	phrogs_44614	0.003389830508474576
Synechococcus	phrogs_64947	0.003389830508474576
Synechococcus	phrogs_11357	0.020338983050847456
Synechococcus	phrogs_42237	0.003389830508474576
Synechococcus	phrogs_10005	0.02711864406779661
Synechococcus	phrogs_12376	0.01694915254237288
Synechococcus	phrogs_57115	0.003389830508474576
Synechococcus	phrogs_92723	0.003389830508474576
Synechococcus	phrogs_21547	0.013559322033898305
Synechococcus	phrogs_20232	0.006779661016949152
Synechococcus	phrogs_55517	0.003389830508474576
Synechococcus	phrogs_30679	0.006779661016949152
Synechococcus	phrogs_75206	0.003389830508474576
Synechococcus	phrogs_50394	0.003389830508474576
Synechococcus	phrogs_3106	0.06440677966101695
Synechococcus	phrogs_100974	0.003389830508474576
Synechococcus	phrogs_1255	0.34576271186440677
Synechococcus	phrogs_2318	0.17966101694915254
Synechococcus	phrogs_4032	0.09152542372881356
Synechococcus	phrogs_4492	0.010169491525423728
Synechococcus	phrogs_10051	0.020338983050847456
Synechococcus	phrogs_13937	0.010169491525423728
Synechococcus	phrogs_14216	0.01694915254237288
Synechococcus	phrogs_17393	0.01694915254237288
Synechococcus	phrogs_18186	0.006779661016949152
Synechococcus	phrogs_18240	0.006779661016949152
Synechococcus	phrogs_18799	0.006779661016949152
Synechococcus	phrogs_23875	0.010169491525423728
Synechococcus	phrogs_25802	0.006779661016949152
Synechococcus	phrogs_28017	0.006779661016949152
Synechococcus	phrogs_28091	0.006779661016949152
Synechococcus	phrogs_28131	0.003389830508474576
Synechococcus	phrogs_28263	0.003389830508474576
Synechococcus	phrogs_28531	0.006779661016949152
Synechococcus	phrogs_28714	0.006779661016949152
Synechococcus	phrogs_28746	0.006779661016949152
Synechococcus	phrogs_28791	0.006779661016949152
Synechococcus	phrogs_28952	0.006779661016949152
Synechococcus	phrogs_28955	0.003389830508474576
Synechococcus	phrogs_28992	0.006779661016949152
Synechococcus	phrogs_29440	0.006779661016949152
Synechococcus	phrogs_30078	0.006779661016949152
Synechococcus	phrogs_30762	0.006779661016949152
Synechococcus	phrogs_30909	0.003389830508474576
Synechococcus	phrogs_31379	0.006779661016949152
Synechococcus	phrogs_31414	0.006779661016949152
Synechococcus	phrogs_32195	0.006779661016949152
Synechococcus	phrogs_32260	0.006779661016949152
Synechococcus	phrogs_32330	0.006779661016949152
Synechococcus	phrogs_32454	0.006779661016949152
Synechococcus	phrogs_32474	0.006779661016949152
Synechococcus	phrogs_32579	0.006779661016949152
Synechococcus	phrogs_32718	0.006779661016949152
Synechococcus	phrogs_32745	0.006779661016949152
Synechococcus	phrogs_32891	0.003389830508474576
Synechococcus	phrogs_33546	0.006779661016949152
Synechococcus	phrogs_33894	0.003389830508474576
Synechococcus	phrogs_34255	0.006779661016949152
Synechococcus	phrogs_34318	0.003389830508474576
Synechococcus	phrogs_34862	0.006779661016949152
Synechococcus	phrogs_34957	0.006779661016949152
Synechococcus	phrogs_35140	0.003389830508474576
Synechococcus	phrogs_35291	0.003389830508474576
Synechococcus	phrogs_35605	0.006779661016949152
Synechococcus	phrogs_36020	0.006779661016949152
Synechococcus	phrogs_36222	0.006779661016949152
Synechococcus	phrogs_36237	0.006779661016949152
Synechococcus	phrogs_36363	0.006779661016949152
Synechococcus	phrogs_36421	0.006779661016949152
Synechococcus	phrogs_36982	0.006779661016949152
Synechococcus	phrogs_37890	0.006779661016949152
Synechococcus	phrogs_38106	0.006779661016949152
Synechococcus	phrogs_38576	0.006779661016949152
Synechococcus	phrogs_38651	0.006779661016949152
Synechococcus	phrogs_42938	0.003389830508474576
Synechococcus	phrogs_43414	0.003389830508474576
Synechococcus	phrogs_49760	0.003389830508474576
Synechococcus	phrogs_51999	0.003389830508474576
Synechococcus	phrogs_57281	0.003389830508474576
Synechococcus	phrogs_58837	0.003389830508474576
Synechococcus	phrogs_60945	0.003389830508474576
Synechococcus	phrogs_62555	0.003389830508474576
Synechococcus	phrogs_63864	0.003389830508474576
Synechococcus	phrogs_70799	0.003389830508474576
Synechococcus	phrogs_72045	0.003389830508474576
Synechococcus	phrogs_73100	0.003389830508474576
Synechococcus	phrogs_73110	0.003389830508474576
Synechococcus	phrogs_73406	0.003389830508474576
Synechococcus	phrogs_81391	0.003389830508474576
Synechococcus	phrogs_99270	0.003389830508474576
Synechococcus	phrogs_106430	0.003389830508474576
Synechococcus	phrogs_109009	0.003389830508474576
Synechococcus	phrogs_109016	0.003389830508474576
Synechococcus	phrogs_109022	0.003389830508474576
Synechococcus	phrogs_523	0.010169491525423728
Synechococcus	phrogs_871	0.4067796610169492
Synechococcus	phrogs_1755	0.19322033898305085
Synechococcus	phrogs_10457	0.003389830508474576
Synechococcus	phrogs_16003	0.010169491525423728
Synechococcus	phrogs_24091	0.003389830508474576
Synechococcus	phrogs_28075	0.003389830508474576
Synechococcus	phrogs_28768	0.003389830508474576
Synechococcus	phrogs_40230	0.003389830508474576
Synechococcus	phrogs_44626	0.003389830508474576
Synechococcus	phrogs_44689	0.003389830508474576
Synechococcus	phrogs_47120	0.003389830508474576
Synechococcus	phrogs_56933	0.003389830508474576
Synechococcus	phrogs_58553	0.003389830508474576
Synechococcus	phrogs_69635	0.003389830508474576
Synechococcus	phrogs_70929	0.003389830508474576
Synechococcus	phrogs_75785	0.003389830508474576
Synechococcus	phrogs_84452	0.003389830508474576
Synechococcus	phrogs_84645	0.003389830508474576
Synechococcus	phrogs_95134	0.003389830508474576
Synechococcus	phrogs_102001	0.003389830508474576
Synechococcus	phrogs_104793	0.003389830508474576
Synechococcus	phrogs_105462	0.003389830508474576
Synechococcus	phrogs_591	0.6440677966101694
Synechococcus	phrogs_662	0.5525423728813559
Synechococcus	phrogs_703	0.4915254237288136
Synechococcus	phrogs_814	0.46779661016949153
Synechococcus	phrogs_1096	0.33559322033898303
Synechococcus	phrogs_1479	0.003389830508474576
Synechococcus	phrogs_2633	0.010169491525423728
Synechococcus	phrogs_2954	0.11186440677966102
Synechococcus	phrogs_3646	0.09152542372881356
Synechococcus	phrogs_3980	0.006779661016949152
Synechococcus	phrogs_4134	0.09152542372881356
Synechococcus	phrogs_4136	0.07457627118644068
Synechococcus	phrogs_4639	0.07796610169491526
Synechococcus	phrogs_4912	0.003389830508474576
Synechococcus	phrogs_5385	0.04406779661016949
Synechococcus	phrogs_6458	0.05084745762711865
Synechococcus	phrogs_7295	0.03389830508474576
Synechococcus	phrogs_8716	0.013559322033898305
Synechococcus	phrogs_10499	0.006779661016949152
Synechococcus	phrogs_13607	0.010169491525423728
Synechococcus	phrogs_19111	0.003389830508474576
Synechococcus	phrogs_20934	0.003389830508474576
Synechococcus	phrogs_23981	0.006779661016949152
Synechococcus	phrogs_24074	0.003389830508474576
